Author,Chapter,Reference,Type,Intertextual_function,Semantic
Bosanquet,10,Friedrich von Schlegel,Nominal,['1'],Negative
Bosanquet,10,Hegel,Thematic,['3'],Positive
Bosanquet,3,Bentham,Nominal,['3'],Negative
Bosanquet,3,Hobbes,Nominal,['1'],Neutral
Bosanquet,3,Grotius,Nominal,['1'],Neutral
Bosanquet,3,Montesquieu,Nominal,['1'],Neutral
Bosanquet,3,Rousseau,Nominal,['1'],Neutral
Bosanquet,3,Kant,Nominal,['1'],Neutral
Bosanquet,3,Montesquieu’s 'eternal relations',Nominal,['3'],Negative
Bosanquet,3,Social Contract,Nominal,['3'],Negative
Bosanquet,3,General Will,Nominal,['3'],Negative
Bosanquet,3,Natural Rights,Nominal,['3'],Negative
Bosanquet,2,St. Paul,Nominal,['2'],Neutral
Bosanquet,2,Unidentified,Nominal,['1'],Neutral
Bosanquet,9,Thomson - _Seasons_,Nominal,['2'],Neutral
Bosanquet,9,Swiss critics,Verbal,['2'],Neutral
Bosanquet,9,Idyllic poets,Thematic,['2'],Neutral
Bosanquet,9,Jacobi,Nominal,['2'],Positive
Bosanquet,9,Rousseau,Verbal,['2'],Neutral
Bosanquet,9,Klinger - _Sturm und Drang_,Thematic,['2'],Positive
Bosanquet,9,Goethe - _G?tz von Berlichingen_,Nominal,['2'],Neutral
Bosanquet,9,Schiller - _R?uber_,Verbal,['2'],Neutral
Bosanquet,9,Schiller - _Letters on the Aesthetic Education of Humanity_,Thematic,['4'],Positive
Bosanquet,9,Herder,Nominal,['2'],Positive
Bosanquet,1,Jean Jacques Rousseau,Nominal,['1'],Positive
Bosanquet,1,Early Christians,Thematic,['3'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,4,Rousseau,Thematic,['3'],Neutral
Bosanquet,4,Rousseau,Nominal,"['3', '3']",Neutral
Bosanquet,3,John Stuart Mill,Nominal,['1'],Neutral
Bosanquet,3,Rousseau,Thematic,['3'],Neutral
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,4,Rousseau,Nominal,['4'],Positive
Bosanquet,4,Locke,Verbal,['3'],Neutral
Bosanquet,4,_Contrat_,Thematic,['4'],Neutral
Bosanquet,4,Charles Krauthammer,Thematic,['3'],Neutral
Bosanquet,4,John Stuart Mill,Nominal,['1'],Neutral
Bosanquet,4,Nassau W.,Verbal,['2'],Neutral
Bosanquet,4,Aristotle,Nominal,['1'],Neutral
Bosanquet,4,Boxhorn,Verbal,['2'],Neutral
Bosanquet,4,Bill Sykes,Nominal,['1'],Neutral
Bosanquet,4,F. Engels,Verbal,['2'],Neutral
Bosanquet,10,Hegel,Nominal,['1'],Positive
Bosanquet,10,T.H. Green,Nominal,['1'],Neutral
Bosanquet,8,Kant,Nominal,['3'],Neutral
Bosanquet,8,Mill,Thematic,['3'],Neutral
Bosanquet,6,Aristotle,Nominal,['2'],Positive
Bosanquet,6,Plato,Verbal,['2'],Positive
Bosanquet,1,Plato,Nominal,['2'],Neutral
Bosanquet,1,Spinoza,Verbal,['2'],Neutral
Bosanquet,1,Founder of the Christian religion,Thematic,['2'],Neutral
Bosanquet,1,Spinoza (referred to,Nominal,['1'],Neutral
Bosanquet,8,Hegel,Nominal,['1'],Positive
Bosanquet,6,Goethe,Nominal,['4'],Positive
Bosanquet,6,Wordsworth,Nominal,['4'],Positive
Bosanquet,11,Historians,Nominal,['1'],Neutral
Bosanquet,11,Jurists,Nominal,['1'],Neutral
Bosanquet,11,Roman patrician,Nominal,['1'],Neutral
Bosanquet,11,Mrs.,Nominal,['1'],Neutral
Bosanquet,8,Green,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Nominal,['1'],Positive
Bosanquet,10,Green,Nominal,['3'],Neutral
Bosanquet,10,Hegel,Thematic,['3'],Negative
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,3,Bentham,Nominal,['3'],Negative
Bosanquet,3,Herbert Spencer,Verbal,['3'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,3,Mr. Herbert Spencer,Nominal,['3'],Positive
Bosanquet,3,Mr. Spencer,Nominal,['3'],Positive
Bosanquet,4,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Aristotle,Nominal,['1'],Positive
Bosanquet,6,Plato,Verbal,['2'],Positive
Bosanquet,8,Mill,Nominal,['1'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Rousseau,Nominal,['1'],Neutral
Bosanquet,6,Burlamaqui,Thematic,['3'],Positive
Bosanquet,6,Seeley,Nominal,['1'],Neutral
Bosanquet,11,Hare,Nominal,['3'],Negative
Bosanquet,3,Professor Huxley,Nominal,['1'],Neutral
Bosanquet,3,Mill,Verbal,['2'],Neutral
Bosanquet,4,Rousseau,Nominal,['1'],Positive
Bosanquet,4,Contrat Social,Nominal,['1'],Neutral
Bosanquet,4,Rousseau,Verbal,['2'],Neutral
Bosanquet,3,Rousseau,Nominal,['1'],Negative
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,10,Carlyle,Nominal,['1'],Negative
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,2,Mr. Spencer,Nominal,['3'],Negative
Bosanquet,6,Seeley,Nominal,['1'],Neutral
Bosanquet,6,Unidentified,Verbal,['2'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Mr. Spencer,Nominal,['2'],Positive
Bosanquet,6,Homer,Thematic,['2'],Positive
Bosanquet,10,Vox populi vox Dei,Nominal,['1'],Neutral
Bosanquet,10,Ariosto,Verbal,['2'],Neutral
Bosanquet,10,Napoleon,Nominal,['1'],Neutral
Bosanquet,8,Bentham,Nominal,['1'],Neutral
Bosanquet,3,Mill,Nominal,['3'],Negative
Bosanquet,3,Herbert Spencer,Verbal,['3'],Negative
Bosanquet,3,Bentham,Thematic,['1'],Neutral
Bosanquet,4,Rousseau,Nominal,['3'],Neutral
Bosanquet,4,Academy of Dijon,Nominal,['2'],Neutral
Bosanquet,4,Socrates,Nominal,['1'],Neutral
Bosanquet,4,Cato,Nominal,['1'],Neutral
Bosanquet,4,Sparta,Nominal,['1'],Neutral
Bosanquet,4,Republican Rome,Nominal,['1'],Neutral
Bosanquet,4,Newton,Nominal,['1'],Positive
Bosanquet,4,Verulam,Nominal,['1'],Positive
Bosanquet,3,Mill,Nominal,['1'],Neutral
Bosanquet,4,Contrat Social,Nominal,['1'],Neutral
Bosanquet,4,Rousseau,Verbal,['2'],Positive
Bosanquet,3,John Stuart Mill,Nominal,['1'],Negative
Bosanquet,3,Englishmen,Thematic,['3'],Positive
Bosanquet,3,Herbert Spencer,Nominal,['3'],Neutral
Bosanquet,3,Bentham,Thematic,['3'],Neutral
Bosanquet,3,Bentham,Nominal,['1'],Neutral
Bosanquet,3,Mill,Verbal,['2'],Neutral
Bosanquet,3,Spencer,Thematic,['3'],Neutral
Bosanquet,3,Hobbes,Nominal,['1'],Neutral
Bosanquet,3,Locke,Verbal,['2'],Neutral
Bosanquet,10,Unidentified,Verbal,['2'],Neutral
Bosanquet,10,Goethe,Verbal,['2'],Neutral
Bosanquet,6,Seeley,Nominal,['4'],Neutral
Bosanquet,6,Rousseau,Verbal,['4'],Neutral
Bosanquet,6,Rousseau,Thematic,['3'],Neutral
Bosanquet,11,Christianity,Thematic,['3'],Positive
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,1,Greece,Nominal,['2'],Neutral
Bosanquet,1,Plato,Verbal,['2'],Neutral
Bosanquet,1,Aristotle,Thematic,['2'],Neutral
Bosanquet,1,Stoicism,Nominal,['2'],Positive
Bosanquet,1,Epicureanism,Verbal,['2'],Positive
Bosanquet,1,Socratic philosophy,Thematic,['2'],Neutral
Bosanquet,1,Cosmopolitanism,Nominal,['2'],Positive
Bosanquet,1,Society of Friends,Verbal,['2'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Unidentified,Nominal,['1'],Neutral
Bosanquet,4,Rousseau,Nominal,['1'],Neutral
Bosanquet,3,John Stuart Mill,Nominal,['1'],Neutral
Bosanquet,3,Herbert Spencer,Thematic,['3'],Neutral
Bosanquet,3,Bentham,Nominal,['1'],Positive
Bosanquet,3,Mill,Nominal,['1'],Neutral
Bosanquet,3,Mill,Nominal,['3'],Neutral
Bosanquet,3,Benthamite tradition,Verbal,['2'],Neutral
Bosanquet,6,Rousseau,Nominal,['1'],Positive
Bosanquet,11,Unidentified,Nominal,['1'],Positive
Bosanquet,4,Unidentified,Nominal,['1'],Neutral
Bosanquet,2,return to nature,Nominal,['1'],Neutral
Bosanquet,2,noble savage,Nominal,['1'],Neutral
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,1,Socrates,Nominal,['2'],Neutral
Bosanquet,1,Aristotle,Nominal,['2'],Neutral
Bosanquet,1,Cicero,Nominal,['2'],Neutral
Bosanquet,1,New Testament,Nominal,['2'],Positive
Bosanquet,1,Christianity,Nominal,['2'],Neutral
Bosanquet,6,Plato,Nominal,['1'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Rousseau,Nominal,['4'],Positive
Bosanquet,6,Plato,Thematic,['4'],Positive
Bosanquet,6,Aristotle,Nominal,['4'],Positive
Bosanquet,11,Christian charity,Nominal,['2'],Neutral
Bosanquet,11,Ancient City-state,Nominal,['2'],Neutral
Bosanquet,11,Socialism,Nominal,['4'],Positive
Bosanquet,11,Political,Nominal,['1'],Neutral
Bosanquet,6,Homer,Nominal,['1'],Neutral
Bosanquet,1,Greek City-state,Thematic,['2'],Positive
Bosanquet,1,Stoic philosophy,Thematic,['2'],Neutral
Bosanquet,1,Roman juristic theory,Thematic,['2'],Neutral
Bosanquet,2,Newtonian theory of gravitation,Nominal,['1'],Positive
Bosanquet,2,Comte,Nominal,['1'],Neutral
Bosanquet,2,Plato,Nominal,['1'],Positive
Bosanquet,4,Bentham,Nominal,['3'],Negative
Bosanquet,4,Mill,Verbal,['3'],Negative
Bosanquet,4,Herbert Spencer,Thematic,['3'],Neutral
Bosanquet,6,Unidentified,Nominal,['1'],Neutral
Bosanquet,3,Mill,Nominal,['1'],Neutral
Bosanquet,3,Unidentified,Thematic,['3'],Neutral
Bosanquet,3,Mill,Nominal,['1'],Neutral
Bosanquet,3,Factory Acts,Nominal,['1'],Positive
Bosanquet,4,Rousseau,Thematic,['4'],Positive
Bosanquet,4,Unidentified,Thematic,['3'],Neutral
Bosanquet,4,Mill,Thematic,['3'],Positive
Bosanquet,4,Greek thinkers,Thematic,['3'],Positive
Bosanquet,2,Mr. Bagehot,Nominal,['1'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,1,Plato,Nominal,['1'],Neutral
Bosanquet,1,Aristotle,Nominal,['1'],Neutral
Bosanquet,1,Roman Jurisprudence,Nominal,['1'],Positive
Bosanquet,1,Stoic ideas,Thematic,['3'],Positive
Bosanquet,6,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Herbert Spencer,Verbal,['2'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,11,Church of England,Nominal,['1'],Neutral
Bosanquet,11,Jewish scriptures,Verbal,['2'],Neutral
Bosanquet,11,New Testament,Thematic,['3'],Neutral
Bosanquet,11,Evangelical Christians,Nominal,['1'],Neutral
Bosanquet,6,Plato,Nominal,['1'],Positive
Bosanquet,8,Doctrine of natural right,Nominal,['1'],Neutral
Bosanquet,1,Jean Jacques Rousseau,Nominal,['4'],Positive
Bosanquet,1,Hobbes,Nominal,['1'],Neutral
Bosanquet,1,Locke,Nominal,['1'],Neutral
Bosanquet,1,Kant,Nominal,['1'],Neutral
Bosanquet,1,Hegel,Nominal,['1'],Neutral
Bosanquet,1,Vico,Nominal,['2'],Neutral
Bosanquet,1,Montesquieu,Nominal,['2'],Neutral
Bosanquet,11,Plato,Nominal,['1'],Neutral
Bosanquet,4,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Mill,Nominal,['1'],Neutral
Bosanquet,6,Rousseau,Thematic,['3'],Neutral
Bosanquet,4,Rousseau,Nominal,['1'],Neutral
Bosanquet,4,Rousseau,Nominal,['1'],Neutral
Bosanquet,3,Unidentified,Nominal,['1'],Neutral
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Plato,Nominal,['1'],Neutral
Bosanquet,11,Dicey - _The Peasant State_,Nominal,['1'],Neutral
Bosanquet,1,Vico,Nominal,['2'],Positive
Bosanquet,1,Montesquieu,Nominal,['2'],Positive
Bosanquet,1,Jean Jacques Rousseau,Nominal,['2'],Positive
Bosanquet,1,Contrat Social,Nominal,['2'],Neutral
Bosanquet,1,Unidentified,Verbal,['2'],Neutral
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,6,Plato,Nominal,['1'],Positive
Bosanquet,11,Plato,Nominal,['1'],Neutral
Bosanquet,11,German classes,Thematic,['3'],Neutral
Bosanquet,11,French,Nominal,['1'],Neutral
Bosanquet,11,Roman  (concept/reference not a,Thematic,['3'],Neutral
Bosanquet,2,Rousseau,Nominal,['2'],Neutral
Bosanquet,2,Hegel,Nominal,['1'],Neutral
Bosanquet,2,Great Britain,Nominal,['4'],Neutral
Bosanquet,2,French soil,Nominal,['1'],Neutral
Bosanquet,2,American,Nominal,['1'],Neutral
Bosanquet,2,Vico,Nominal,['1'],Neutral
Bosanquet,2,Auguste Comte,Nominal,['1'],Positive
Bosanquet,2,Positivism,Nominal,['1'],Neutral
Bosanquet,2,Plato,Nominal,['1'],Neutral
Bosanquet,2,Aristotle,Nominal,['1'],Neutral
Bosanquet,4,Bentham,Nominal,['1'],Neutral
Bosanquet,4,Mill,Thematic,['3'],Neutral
Bosanquet,4,Herbert Spencer,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Nominal,['1'],Positive
Bosanquet,3,Benthamite tradition,Nominal,['1'],Negative
Bosanquet,3,Anarchism,Nominal,['1'],Neutral
Bosanquet,3,Godwin,Nominal,['1'],Neutral
Bosanquet,3,Shelley,Nominal,['1'],Neutral
Bosanquet,3,the ÒLibertyÓ,Nominal,['1'],Neutral
Bosanquet,3,Calvinistic theory of life,Nominal,['1'],Neutral
Bosanquet,3,Mark Pattison,Nominal,['1'],Neutral
Bosanquet,3,Calvin at Geneva,Nominal,['1'],Neutral
Bosanquet,3,modern logic,Nominal,['1'],Positive
Bosanquet,3,modern art criticism,Nominal,['1'],Positive
Bosanquet,4,Hobbes,Nominal,['3'],Neutral
Bosanquet,4,Roman law,Thematic,['2'],Neutral
Bosanquet,4,Unidentified,Nominal,['1'],Neutral
Bosanquet,4,Rousseau,Nominal,['1'],Positive
Bosanquet,4,Discourse on the Origin of Inequality,Nominal,['1'],Neutral
Bosanquet,4,Contrat Social,Nominal,['1'],Neutral
Bosanquet,4,Wordsworth,Nominal,['1'],Positive
Bosanquet,4,Plato,Nominal,['1'],Neutral
Bosanquet,4,Ruskin,Nominal,['1'],Neutral
Bosanquet,4,Unidentified,Nominal,['1'],Neutral
Bosanquet,3,John Stuart Mill,Nominal,['1'],Positive
Bosanquet,4,Rousseau,Nominal,['1'],Neutral
Bosanquet,6,Hesiod,Nominal,['2'],Neutral
Bosanquet,6,Plato - _Republic_,Verbal,['2'],Neutral
Bosanquet,6,Tacitus,Thematic,['2'],Neutral
Bosanquet,6,Rousseau,Nominal,['2'],Neutral
Bosanquet,10,Green,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Thematic,['3'],Neutral
Bosanquet,11,Plato,Nominal,['1'],Positive
Bosanquet,4,Bentham,Nominal,['3'],Neutral
Bosanquet,4,Ethical term altruism,Verbal,['2'],Neutral
Bosanquet,2,Charles Krauthammer,Nominal,['1'],Neutral
Bosanquet,2,John Stuart Mill,Nominal,['1'],Neutral
Bosanquet,2,Nassau W.,Nominal,['1'],Neutral
Bosanquet,2,Aristotle,Nominal,['1'],Neutral
Bosanquet,2,Boxhorn,Nominal,['1'],Neutral
Bosanquet,2,Bill Sykes,Nominal,['1'],Neutral
Bosanquet,2,F. Engels,Nominal,['1'],Neutral
Bosanquet,6,Socrates,Nominal,['1'],Neutral
Bosanquet,6,Plato,Verbal,['4'],Neutral
Bosanquet,6,Professor James,Thematic,['2'],Positive
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,1,Aristotle,Nominal,['2'],Neutral
Bosanquet,1,Shakespeare—John of Gaunt,Verbal,['2'],Positive
Bosanquet,1,Roman,Thematic,['3'],Neutral
Bosanquet,1,Protestant fanaticism,Nominal,['4'],Neutral
Bosanquet,1,Mr. Ritchie,Verbal,['3'],Neutral
Bosanquet,7,Rousseau,Nominal,['1'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,5,Hobbes,Nominal,['3'],Neutral
Bosanquet,5,Rousseau,Verbal,['1'],Neutral
Bosanquet,10,Unidentified,Nominal,['1'],Neutral
Bosanquet,2,M. Durkheim,Nominal,['1'],Positive
Bosanquet,5,Rousseau,Nominal,['1'],Neutral
Bosanquet,3,Beccaria,Nominal,['1'],Positive
Bosanquet,3,Howard,Nominal,['1'],Positive
Bosanquet,7,Unidentified,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Nominal,['1'],Neutral
Bosanquet,1,Socrates,Nominal,['2'],Positive
Bosanquet,1,Plato,Verbal,['2'],Positive
Bosanquet,1,Aristotle,Thematic,['2'],Positive
Bosanquet,1,Egypt,Thematic,['3'],Neutral
Bosanquet,1,Assyria,Nominal,['1'],Neutral
Bosanquet,1,Phoenicia,Nominal,['1'],Neutral
Bosanquet,1,Israel,Nominal,['1'],Neutral
Bosanquet,9,Kant,Nominal,['3'],Neutral
Bosanquet,9,Fichte,Nominal,['3'],Neutral
Bosanquet,9,Rousseau,Nominal,['3'],Neutral
Bosanquet,9,Hegel,Nominal,['4'],Positive
Bosanquet,9,Plato,Nominal,['1'],Neutral
Bosanquet,5,Rousseau,Nominal,['3'],Negative
Bosanquet,5,Athenian institutions,Verbal,['2'],Neutral
Bosanquet,5,Roman institutions,Thematic,['2'],Neutral
Bosanquet,2,M. Durkheim,Thematic,['3'],Positive
Bosanquet,10,German term Recht,Nominal,['1'],Neutral
Bosanquet,10,Austin's theory,Verbal,['2'],Negative
Bosanquet,5,Rousseau,Thematic,['3'],Neutral
Bosanquet,5,Hobbes,Thematic,['3'],Neutral
Bosanquet,5,Locke,Thematic,['3'],Neutral
Bosanquet,8,Kant,Nominal,['1'],Positive
Bosanquet,2,Newton,Nominal,['1'],Neutral
Bosanquet,2,Faraday,Nominal,['1'],Neutral
Bosanquet,10,Unidentified,Nominal,['1'],Neutral
Bosanquet,5,Rousseau,Nominal,['1'],Neutral
Bosanquet,5,Themistocles,Verbal,['2'],Positive
Bosanquet,3,Bentham,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Nominal,['1'],Neutral
Bosanquet,10,Stoic,Nominal,['2'],Neutral
Bosanquet,10,Christian consciousness,Verbal,['2'],Neutral
Bosanquet,10,Protestant consciousness,Thematic,['2'],Neutral
Bosanquet,10,Kantian doctrine,Nominal,['2'],Positive
Bosanquet,10,Immanuel Kant,Nominal,['2'],Positive
Bosanquet,7,Unidentified,Nominal,['1'],Neutral
Bosanquet,7,Unidentified,Thematic,['3'],Neutral
Bosanquet,10,Hegel,Nominal,['3'],Positive
Bosanquet,10,Protestant doctrine,Verbal,['2'],Negative
Bosanquet,10,Religion,Nominal,['2'],Neutral
Bosanquet,10,Church and State,Nominal,['2'],Positive
Bosanquet,9,Plato,Nominal,['1'],Neutral
Bosanquet,9,Aristotle,Nominal,['1'],Neutral
Bosanquet,9,Fichte,Nominal,['1'],Negative
Bosanquet,9,Rousseau,Nominal,['1'],Neutral
Bosanquet,9,Hegel,Nominal,['1'],Neutral
Bosanquet,5,Rousseau,Nominal,['1'],Neutral
Bosanquet,2,Unidentified,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Nominal,['1'],Neutral
Bosanquet,10,Stoic,Thematic,['3'],Neutral
Bosanquet,10,Draconic,Nominal,['1'],Neutral
Bosanquet,10,Austin,Thematic,['3'],Neutral
Bosanquet,5,Rousseau,Nominal,['1'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,7,Herbert Spencer,Nominal,['1'],Neutral
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,9,Rousseau,Nominal,['1'],Positive
Bosanquet,9,Kant,Verbal,['2'],Positive
Bosanquet,11,Unidentified,Nominal,['1'],Neutral
Bosanquet,5,Hobbes,Nominal,['1'],Neutral
Bosanquet,5,Locke,Verbal,['2'],Neutral
Bosanquet,2,Unidentified,Nominal,['1'],Neutral
Bosanquet,3,Plato,Nominal,['1'],Neutral
Bosanquet,10,Unidentified,Nominal,['1'],Neutral
Bosanquet,9,Unidentified,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Nominal,['3'],Positive
Bosanquet,10,Bourgeois Society,Thematic,['4'],Neutral
Bosanquet,9,Philosophy of Right,Nominal,['1'],Neutral
Bosanquet,9,Rousseau,Verbal,['4'],Neutral
Bosanquet,10,Kant,Nominal,['3'],Negative
Bosanquet,10,Hegel,Thematic,['4'],Positive
Bosanquet,10,Socrates,Nominal,['1'],Neutral
Bosanquet,10,Sophists,Thematic,['1'],Neutral
Bosanquet,10,Plato—Republic,Nominal,['3'],Negative
Bosanquet,3,Unidentified,Nominal,['1'],Neutral
Bosanquet,2,Unidentified,Thematic,['3'],Neutral
Bosanquet,5,Rousseau,Nominal,['1'],Neutral
Bosanquet,5,Locke,Thematic,['3'],Neutral
Bosanquet,9,Kant,Nominal,['3'],Positive
Bosanquet,9,Newton,Thematic,['2'],Positive
Bosanquet,9,Rousseau,Nominal,['4'],Positive
Bosanquet,9,Alphonsus,Thematic,['1'],Neutral
Bosanquet,9,Manes,Nominal,['1'],Neutral
Bosanquet,9,Pope,Verbal,['2'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,8,Plato,Nominal,['1'],Positive
Bosanquet,8,Socrates,Verbal,['2'],Positive
Bosanquet,8,Unidentified,Nominal,['1'],Neutral
Bosanquet,11,Jew,Nominal,['1'],Neutral
Bosanquet,11,Gentile,Nominal,['1'],Neutral
Bosanquet,11,Greek,Nominal,['1'],Neutral
Bosanquet,11,Barbarian,Nominal,['1'],Neutral
Bosanquet,11,Mussulman,Nominal,['1'],Neutral
Bosanquet,11,Infidel,Nominal,['1'],Neutral
Bosanquet,11,Christian,Nominal,['1'],Neutral
Bosanquet,11,Heathen,Nominal,['1'],Neutral
Bosanquet,11,White civilisations,Nominal,['1'],Neutral
Bosanquet,11,Black and yellow races,Nominal,['1'],Neutral
Bosanquet,5,Hobbes,Nominal,['2'],Neutral
Bosanquet,5,Locke,Thematic,['2'],Neutral
Bosanquet,5,Rousseau,Nominal,['3'],Positive
Bosanquet,5,Bentham,Nominal,['3'],Negative
Bosanquet,5,Rousseau,Nominal,['1'],Neutral
Bosanquet,5,Plato,Thematic,['3'],Neutral
Bosanquet,5,Aristotle,Nominal,['1'],Neutral
Bosanquet,2,Winckelmann,Nominal,['2'],Positive
Bosanquet,2,Hellenic ideas,Thematic,['2'],Positive
Bosanquet,2,Latin intermediaries,Thematic,['2'],Neutral
Bosanquet,2,Rousseau,Thematic,['2'],Positive
Bosanquet,2,Revolution,Nominal,['1'],Neutral
Bosanquet,2,Goethe,Thematic,['2'],Positive
Bosanquet,2,Comte,Thematic,['3'],Negative
Bosanquet,2,Jurisprudence,Nominal,['2'],Neutral
Bosanquet,2,Sciences of culture,Thematic,['2'],Positive
Bosanquet,2,Comparative,Nominal,['1'],Neutral
Bosanquet,2,Unidentified,Thematic,['3'],Neutral
Bosanquet,10,Unidentified,Nominal,['1'],Neutral
Bosanquet,9,Kant,Nominal,['1'],Neutral
Bosanquet,9,Fichte,Thematic,['3'],Positive
Bosanquet,9,Rousseau,Nominal,['1'],Neutral
Bosanquet,1,Unidentified,Nominal,['1'],Neutral
Bosanquet,10,Hegel,Nominal,['1'],Neutral
Bosanquet,10,Greek moralist,Nominal,['1'],Neutral
Bosanquet,3,Unidentified,Nominal,['1'],Neutral
Bosanquet,2,M. Durkheim,Nominal,['1'],Neutral
Bosanquet,10,Hegel's 'Philosophy of Right.',Nominal,['1'],Neutral
Bosanquet,2,Rousseau,Nominal,['2'],Neutral
Bosanquet,2,Wolf,Verbal,['2'],Neutral
Bosanquet,2,Montesquieu,Thematic,['4'],Positive
Bosanquet,2,Vico,Nominal,['4'],Positive
Bosanquet,2,Hobbes,Verbal,['1'],Neutral
Bosanquet,2,Locke,Thematic,['1'],Neutral
Bosanquet,5,Rousseau,Nominal,['4'],Neutral
Bosanquet,5,Rousseau,Nominal,['1'],Neutral
Bosanquet,8,M. Durkheim,Nominal,['1'],Positive
robertson,16,Burke,Nominal,['2'],Neutral
robertson,16,Hume,Thematic,['2'],Neutral
robertson,16,La Rigaudière,Nominal,['1'],Neutral
robertson,16,Prescott,Thematic,['3'],Neutral
robertson,16,M'Crie,Nominal,['2'],Neutral
robertson,16,De Castro,Thematic,['2'],Neutral
robertson,16,Ranke,Nominal,['2'],Neutral
robertson,16,Motley,Thematic,['3'],Negative
robertson,16,Armstrong,Nominal,['2'],Neutral
robertson,16,Major Hume,Thematic,['2'],Neutral
robertson,16,U.R. Burke,Nominal,['2'],Neutral
robertson,16,Llorente,Thematic,['2'],Neutral
robertson,16,Torquemada,Nominal,['2'],Neutral
robertson,16,Unidentified,Nominal,['1'],Neutral
robertson,2,Solon,Nominal,['2'],Neutral
robertson,2,Servius Tullius,Verbal,['2'],Neutral
robertson,20,Sir William Petty,Nominal,['1'],Neutral
robertson,20,Ulster massacre of,Nominal,['1'],Neutral
robertson,20,Romans,Nominal,['1'],Neutral
robertson,20,Christianising Germans in the Dark Ages,Nominal,['1'],Neutral
robertson,5,Guizot,Nominal,['2'],Neutral
robertson,5,Symonds,Thematic,['2'],Neutral
robertson,5,M'Culloch,Nominal,['2'],Neutral
robertson,5,Prof. Pelham,Nominal,['2'],Neutral
robertson,5,Dureau de la Malle,Nominal,['2'],Neutral
robertson,12,Unidentified,Nominal,['1'],Neutral
robertson,3,G.B. Grundy,Nominal,['3'],Positive
robertson,3,Thucydides and the History of his Age,Thematic,['3'],Neutral
robertson,3,Dr.,Nominal,['1'],Neutral
robertson,3,Western Civilisation,Thematic,['2'],Positive
robertson,3,Meyer,Nominal,['2'],Positive
robertson,3,Wirthschaftliche Entwickelung des Alterthums,Thematic,['3'],Positive
robertson,9,Etruscans,Thematic,['3'],Neutral
robertson,9,Gauls,Nominal,['1'],Neutral
robertson,9,Hannibal,Nominal,['1'],Neutral
robertson,9,Goths,Nominal,['1'],Neutral
robertson,9,Persians,Nominal,['1'],Neutral
robertson,9,Rome,Nominal,['1'],Neutral
robertson,9,Athens,Nominal,['1'],Neutral
robertson,9,Sulla,Nominal,['1'],Neutral
robertson,9,Tiberius,Nominal,['1'],Neutral
robertson,9,Alexander,Nominal,['1'],Neutral
robertson,7,Unidentified,Nominal,['1'],Neutral
robertson,10,Franks,Thematic,['3'],Neutral
robertson,10,Longobard duke,Thematic,['3'],Neutral
robertson,10,Germanic empire,Thematic,['3'],Neutral
robertson,10,Marquis or,Thematic,['3'],Neutral
robertson,10,Matilda,Thematic,['3'],Positive
robertson,10,Hildebrandt,Thematic,['3'],Neutral
